Link,Mobile Name,Price,Rating,Comments,Seller Name,Positive Seller Ratings,Ship on Time,Chat Response Rate
https://www.daraz.pk/products/10-4gb-128gb-5000mah-i431097130-s2056244975.html?search=1,Tecno Spark 10 || 4GB Ram 128GB Rom || 5000mAh Battery,"Rs. 32,999",5.0,[],MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/6-3gb-64gb-5000-mah-i423401345-s2004630087.html?search=1,INFNIX SMART 6 - 3GB RAM 64GB ROM - 5000 mAh BATTERY,"Rs. 27,999",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/c30-4-gb-64-gb-5-mp-8-mp-5000-ma-i430745542-s2054584223.html?search=1,Realme C30 RAM 4 GB ROM 64 GB Front Camera 5 MP Back Camera 8 MP Battery Type (Li-Po Non removable) 5000 mA,"Rs. 34,999",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/tecno-phantom-v-fold-12gb-ram-512gb-rom-i436656019-s2101388193.html?search=1,Tecno Phantom V Fold 12GB RAM 512GB ROM,"Rs. 329,999",,[],TECNO MOBILE,89%,90%,42%
https://www.daraz.pk/products/5-lte-2gb-32gb-4g-1-i254286631-s1470774027.html?search=1,Tecno POP 5 LTE 2GB 32GB + Finger Print Battery 5000mah Dual Sim 4G Box Pack 1 Year Warranty,"Rs. 30,000",5.0,"['assalamualaikum, today I have received my order phone was awesome, by look quality overall performance was good and seller was also nice person. butt one thing TCS corrier was very bad non-cooperative. delivery rider was just lier make people fool.stay away from TCS', 'Original product timely delivery thanks daraz and seller', 'original product timely delivery thanks daraz and seller', '']",Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/v-ivo-y-22-4-gb-64-gb-8-mp-50-mp-2-mp-li-po-5000-mah-i391641250-s1915165644.html?search=1,"V ivo Y 22 RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 50 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 55,970",,[],S 4 SHOPPING,93%,37%,100%
https://www.daraz.pk/products/y22-4gb-64gb-i374337281-s1923953935.html?search=1,Vivo Y22 RAM 4GB ROM 64GB,"Rs. 44,999",,[],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/66hd-8c-ips-3gb-64gb-13mp-qvga-8mp-led-5000-mah-i366767017-s1820759927.html?search=1,"Tecno Spark 8C 6.6HD"" Dot-in* IPS Display 3GB RAM + 64GB ROM , Rear Camera 13MP+QVGA , Front Camera 8MP With Dual-LED Flash , Fingerprint Sensor , Battery 5000 mAh","Rs. 67,000",,[],duggu store,96%,100%,97%
https://www.daraz.pk/products/18-67-8gb-256gb-i390318771-s1914460818.html?search=1,"Tecno Camon 18 Premier - 6.7"" Inch Display - 8GB RAM - 256GB ROM","Rs. 61,199",,[],New All In One,78%,95%,45%
https://www.daraz.pk/products/4g-a24-6-gb-1-gb-13-mp-50-mp-2-mp-2-mp-128-mah-i430676191-s2054129671.html?search=1,"Samsung Galaxy A24 4G RAM 6 GB ROM 128 GB Front Camera 13 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 72,480",,[],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/4gb-c35-128gb-66-ips-5000-mah-18-i421200044-s1988603920.html?search=1,"Realme C35 4GB Ram 128GB Rom, 6.6Inches IPS Display, 5000 mAh - Fast charging 18W","Rs. 39,999",5.0,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/c33-4gb-8gb-50mp-20-10-i420968728-s2012667574.html?search=1,Realme C33 || 4GB Ram 128GB Rom || 50MP Rear Camera || 5000 mAh - Battery charging 10W,"Rs. 54,999",,[],BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/y22-4-gb-64-gb-8-mp-50-mp-2-mp-li-po-5000-mah-i426208556-s2023499317.html?search=1,"Vivo Y22 RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 58,980",,[],Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/10c-4-gb-128-gb-8-mp-16-mp-5000-mah-i423479296-s2005139513.html?search=1,Tecno Spark 10C RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 16 MP Battery Type 5000 mAh,"Rs. 35,890",4.0,['Product 100% original tha.'],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/8gb-a24-128gb-65-5000mah-i433709268-s2081329484.html?search=1,Samsung A24 - 8GB RAM 128GB ROM - 6.5 Inches Display - 5000mAh Battery,"Rs. 78,999",,[],KE traders,88%,80%,100%
https://www.daraz.pk/products/samsung-galaxy-a34-8gb-256gb-rom-pta-approved-official-brand-warranty-i424091413-s2011174537.html?search=1,Samsung Galaxy A34 8GB-256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 109,999",,[],Samsung Official,84%,18%,Not enough data
https://www.daraz.pk/products/10-8-gb-128-gb-32-mp-50-mp-5000-mah-i430743394-s2054563745.html?search=1,Tecno Spark 10 Pro RAM 8 GB ROM 128 GB front Camera 32 MP Back Camera 50 MP Battery Type5000 mAh,"Rs. 37,890",,[],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/5g-a53-8gb-1-gb-i428294077-s2035899507.html?search=1,"Samsung Galaxy A53 5G - 6.5"" Inch Display - 8GB RAM - 128GB ROM","Rs. 135,000",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/samsung-galaxy-s22-ultra-12256gb-i405782321-s1952416282.html?search=1,Samsung Galaxy S22 ULTRA (12/256GB),"Rs. 367,500",,[],Samsung,92%,100%,36%
https://www.daraz.pk/products/a8-x200-wifi-4gb-64gb-8mp-1-mah-i432608599-s2065329522.html?search=1,Samsung Galaxy Tab A8 X200 WIFI - 10.5 inches - 4GB RAM 64GB ROM - 8MP Main Camera - 7040mAh Battery,"Rs. 64,999",,[],Mobile Dot,88%,60%,59%
https://www.daraz.pk/products/infinix-smart-6-66-inch-display-2gb-ram-32gb-rom-i254502719-s1786446519.html?search=1,"Infinix Smart 6 - 6.6"" Inch Display - 2GB RAM - 32GB ROM","Rs. 20,599",4.0,"['Amazing very good mobile timely deliverd setisfide recommend thanks seller and daraz', 'original product timely delivery thanks daraz and seller', '', '']",Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/12-8gb-128gb-g96-50mp-fhd-67-mah-i309685517-s1645931879.html?search=1,"Infinix NOTE 12 8GB RAM 128GB ROM Mediatek Helio G96 Processor 50MP Triple Camera 6.7"" FHD+AMOLED Display 5000 mAh Battery","Rs. 75,000",4.2,"['fast delivery Pin pak original cell', ""MasALLAH zabardast cell phone..yeh Mera second order hai...dono mobile brand new ..seller ap Boht honest Hain jazzzak ALLAH ....m so happy or merry bachy b.. recommended all my brother's and sisters"", 'Very bad experience again made my resolve not yo buy products from daraz..screen of mobile is defective and now i will goin around dealership for correction...pathetic', 'Very bad experience again made my resolve not yo buy products from daraz..screen of mobile is defective and now i will goin around dealership for correction...pathetic', '', '']",AHM Mobiles,90%,90%,94%
https://www.daraz.pk/products/x-8gb-128gb-g95-48mp-5000-mah-fhd-90hz-678-mah-i255906534-s1472434454.html?search=1,"Infinix Zero X Neo - 8GB RAM + 128GB ROM - - Helio G95 Processor - 48MP Super Night Camera - 5000 mAh Battery- 6.78"" FHD+ 90Hz Super Fluid Display - 5000 mAh Battery","Rs. 65,000",5.0,"['I Have Ordered The Phone 1st From Daraz And The Experience Was Good, The Phone Delivered Fast And Perfect Condition.', 'outclasss ordee delieverd too much fastly and pin pack new mbl recieved 100% oky ....aa i expect ....', 'good product butt hand free pehly se he Nikal lety hai product beajhny waly', 'Good all ok', '']",AK Zone.,95%,91%,100%
https://www.daraz.pk/products/656hd-8c-ips-128gb-4gb-3gb-13mp-qvga-8mp-i347137735-s1774290049.html?search=1,"Spark 8C 6.56HD"" Dot-in* IPS Display 128GB ROM + 4GB RAM (+3gb extendable ram), Rear Camera 13MP+QVGA , Front Camera 8MP with Dual front Flash light","Rs. 32,999",,[],OWSTOREZ,,,
https://www.daraz.pk/products/4gb-8c-13mp-128-mah-pta-i332958358-s1726937770.html?search=1,Tecno Spark 8c 4GB + 128GB Camera 13MP - Battery 5000mah Box Pack PTA Approved,"Rs. 50,000",,[],Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/7-66-4gb-3gb-64gb-i421461266-s1991934455.html?search=1,"Infinix Smart 7 - 6.6"" Inch Display - 4GB+3GB Extended RAM - 64GB ROM","Rs. 24,999",5.0,"['i live in dubai as i was afraid to order mobile phone online from Daraz for my parents. However i prefer to take a risk and paid the money from my card process the order. But im happy that seller has delivered phone before the delivery TAT with good packing. Thank you Seller & Daraz 👏👏👏', 'بہت اچھا موبائل فون ہے Recommended ! And thank you seller']",The cell Hub,88%,95%,89%
https://www.daraz.pk/products/9-66-4gb-4gb-128-ghz-4-4-mah-i142966385-s1304042582.html?search=1,Infinix HoT9 -6.6&quot;HD+ Display - 128GB ROM -4GB RAM - 1.8GHz Octa core processor -4Rear Camera - 5000mAh Battery- Fingerpriny sensor &amp; Faceunlock,"Rs. 26,999",,[],Mohsin Ali Traders,85%,100%,Not enough data
https://www.daraz.pk/products/y27-ace-6gb-6gb-1-000-gb-1-mah-i432891346-s2069909376.html?search=1,Vivo Y27 || 6GB+6GB Ram 128GB Rom || 5000mAh Battery,"Rs. 63,999",,[],Ali trading Co 1648156607,77%,100%,Not enough data
https://www.daraz.pk/products/5g-a54-8gb-8gb-256gb-5000mah-i433354188-s2077723658.html?search=1,Samsung Galaxy A54 5G || 8GB+8GB Ram 256GB Rom || 5000mAh Battey,"Rs. 139,999",5.0,"['Genuine product, company sealed. I recommend this seller']",MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/30i-4-gb-128-gb-8-mp-13-mp-5000-mah-i430431659-s2051653756.html?search=1,Infinix Hot 30i RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 13 MP Dual Camera Battery Type 5000 mAh,"Rs. 42,000",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/tecno-spark-10-656-inch-display-4gb-ram-128gb-rom-i429907125-s2056966461.html?search=1,"Tecno Spark 10 - 6.56"" Inch Display - 4GB RAM - 128GB ROM","Rs. 33,450",5.0,[],New All In One,78%,95%,45%
https://www.daraz.pk/products/12-8gb-128gb-g96-50mp-fhd-i313024586-s1660151619.html?search=1,"Infinix NOTE 12 - 8GB RAM 128GB ROM - Mediatek Helio G96 Processor - 50MP Triple Camera - 6.7"" FHD+ AMOLED Display","Rs. 59,499",4.9,"['The Smartphone is good, recommended for use. The quality is satisfactory and specifications are as shown in advertisment.', 'Amazing mobile in price delivery on time packing well I 💕', 'Five star for every field. original product, speedy delivery, superb communication. responsible', 'Pin Pack Box Pack Phone Received. Highly Recommended.', 'happy client ... overall satisfied.', 'Fine quality Phone i received and very next day delivery after Order. Thanks Seller', 'very fast delivery by seller and no complaints for this boxed pack amazing device that was delivered in just 2 days', 'Five star for every field. original product, speedy delivery, superb communication. responsible', 'Thank you so much received the same one which I have ordered. very quick delivery.', 'It was good product for normal usage. Lite wait and handy good processor', 'excellent mobile, well packed, non active, pta approve, and very fast delivery.', 'Good attitude, On time delivery, Satisfied 👍👍👍', 'exvellent... i purchased through credit card at instalments', 'good Quality', 'Great phone with outclass delivery', 'best', 'Satisfied', ""The phone was really good but if we had got volour of our choice it would've been more good"", '', '', '', '', '', '', '', '', '', '', '', '', '']",Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/3gb-y02s-32gb-5000mah-i404847641-s1950316501.html?search=1,vivo Y02s - 3GB RAM- 32GB ROM- 5000mAh Battery,"Rs. 30,499",3.0,[],Mercato trading,91%,87%,100%
https://www.daraz.pk/products/4gb-8c-128gb-pta-i366759983-s1820759918.html?search=1,Tecno Spark 8C - 4GB - 128GB - 6.6 Inches Display - PTA APPROVED,"Rs. 55,499",,[],duggu store,96%,100%,97%
https://www.daraz.pk/products/y36-8-gb-128-gb-16-mp-50-mp-2-mp-2-mp-li-po-5000-mah-i426880881-s2026145197.html?search=1,"Vivo Y36 ROM 8 GB ROM 128 GB Front Camera 16 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 62,480",,[],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/64gb-3gb-8c-13mp-5000mah-pta-i332952414-s1726937839.html?search=1,Tecno Spark 8c 3GB + 64GB Camera 13MP - Battery 5000mah Box Pack PTA Approved,"Rs. 27,000",,[],Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/6-3-gb-64-gb-5000-mah-i262985598-s1480295813.html?search=1,"Infinix Smart 6 , 3 GB RAM 64 GB ROM , Fingerprint , 5000 mAh Battery","Rs. 31,999",5.0,"['Original phone in safe packing', 'Nice Mobile .same as shown']",Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/z-5-8gb-512gb-12mp-3700mah-i429431023-s2045848401.html?search=1,"Samsung Galaxy Z Flip 5 , 8GB RAM 512GB ROM , 12MP Main Camera , Fingerprint , 3700mAh Wireless Charging","Rs. 368,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/3gb-a04e-32gb-5000-mah-i427472707-s2030837674.html?search=1,SAMSUNG A04E - 3GB RAM 32GB ROM - 5000 mAh Battery,"Rs. 32,999",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/infinix-smart-7-64gb-rom-2gb-ram-pta-approved-official-warranty-i429120429-s2040169438.html?search=1,Infinix Smart 7 - 64GB ROM - 2GB RAM - PTA APPROVED OFFICIAL WARRANTY,"Rs. 21,299",,[],HEAVEN TECHNOLOGIES,86%,76%,43%
https://www.daraz.pk/products/vivo-v27e-662-inch-display-8gb-ram-256gb-rom-i422408582-s1998747728.html?search=1,"Vivo V27e - 6.62"" Inch Display - 8GB RAM - 256GB ROM","Rs. 103,499",5.0,"['quality product good looking packing,']",Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/6gb-y27-128g-50-mp-5000mah-i432506874-s2064808414.html?search=1,"Vivo Y27 , 6GB RAM 128G ROM , Back Camera 50 MP , Fingersensor , 5000mAh Battery","Rs. 60,000",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/3gb-c30-32gb-8-mp-5000mah-i432459727-s2064647229.html?search=1,"Realme C30 , 3GB RAM 32GB ROM , Back Camera 8 MP , 5000mAh Battery","Rs. 22,999",3.0,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/a49-i430574619-s2053442699.html?search=1,Itel A49 Play - 2GB RAM 32GB ROM 6.3'' Display 4000mAh Battery,"Rs. 17,999",,[],AHM Mobiles,90%,90%,94%
https://www.daraz.pk/products/a14-4-gb-128-gb-13-mp-50-mp-2-mp-2-mp-5000-mah-i422767947-s2000821395.html?search=1,"Samsung Galaxy A14 RAM 4 GB ROM 128 GB Front Camera 13 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type (Li-Po Non removable), 5000 mAh","Rs. 55,990",,[],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/4gb-y97-128gb-pta-i419240291-s2071803683.html?search=1,"Vivo Y97 4GB RAM 128GB ROM With Dual Camera PTA Approved (Only Charger, No Box )","Rs. 20,000",4.5,"['I believe it is a very good choice for the price offered… 18k for this mobile is not bad, that too in mint condition. Seller said to provide original Charger and hands free, however it had an off market charger and broken 21D glass. My overall experience is good and seller is very cooperative and positive. And most importantly: Delivery was extremely fast.', 'Assalam u alikum , the best review for this mobile you will read below. * ram/rom =4/128 *camera = 16mp both *battery 3315mah *speed good *pubg/free fire =working without lag *processor =working good *Jazz 4g high speed =working *face lock supported=working Fair prize , recommended. 10/10 mobile !!! Best delivery service 👌 expected date 1 September delivered on 26 August 🤩', 'Plastic remove Krny k bd best ho gya hai. Seller is cooperative and responsible, Cooperative. Delivery time is too fast', 'mashallah seller ka response aur order Dono aik dmm best thanks to daraz and seller ❤️ photo clear ni ha Raat ka time ha sorry by the 8 gb ram and good packed cover khud Lia ha Sath ni ha but charger tha aur wo good tha fast...', 'exlent ha same wo hi chez ha jo demand ki thi 8GB ram 256gb room ha thank u seller thank u daraz', 'MashaAllah 10/10 In condition just like new Reasonable price.battery timing is very good. Overall Mobile condition is fantastic. I am fully satisfied Quick delivery and seller is very co operative. I recommended to everyone. Thanks seller', 'MashAllah very good well packed..with original charger and hand free as promised and also beautiful cover..thanks seller..', 'bhot acha mobile hay battery timing or product 10/10 hay ❤️ thank you seller ❤️', 'یہ موبائل کل سے pta اپروڈ نا ہونے کی وجہ سے بند ھو گیا ھے۔ آپ نے pta اپروڈ کہ کر سیل کیا ھے برائے مہربانی یا تو اس کو اپروڈ کروا دیں یا پہر واپس کروا دیں شکریہ 03008382892', 'seller is very cooperative. He told me that I sent you Mobile cover soon', 'Plastic remove Krny k bd best ho gya hai. Seller is cooperative and responsible, Cooperative. Delivery time is too fast', 'acha mobile hay jesa dikhaya vesa hi hay.', 'Masha Allah bahut Achcha mobile hai 10 by 10 condition hai thank you sailor thank you DRAZ', 'excellent mobile, delivery within 2 days through leopard with totally safe packing, no scratches no damage..working beautifully...charger and hands free very good.....I need one more but in black color, is it available?', 'Good phone in affordable price with great storage 🌸👍', 'very nice mobile 8 ram 256 rom', 'order received on time seller is very cooperative 10/10 condition and received 8gb ram and 256gb storage', 'great jsa dekhaya wsa he mila h bs back camera thra blur h bki overall result acha h😍😍', 'Good product on reasonable price. 100% recommended. The seller is friendly, polite and trustworthy. Must buy from him.', 'Mob bhut acha hy munasib price me thanks 2 Zaman mob and draz', 'Thanks great Boss Allaha Khush rkhy parcal recived as described', 'الحمد لله good helpfull seller', 'thanks daraz and seller', 'بہت اچھا موبائل ہے', 'very good mobile', 'Nice mobli', '👍💯', 'بہت صاف ستھرا موبائل ہے صرف بیٹری ٹائمنگ کم ہے', 'dear sellr eik charger kam nhi krta khrab hy to kya solve hy eska baqi to thik hy bs charger khrab nikla to please charger kayse change hoga', 'bekar kit hai Jo Bazar se 12000 main mil jati hai seller service bilkul b ni hai. daraz is trah k fake sellers ko fake products sell krne ki ijazat na dain ijazat na dain plz.', '2 number log hain ye mobile khud hi oprate hota hai or inko complain ki hai to koi response nhi dete . Not recomended . Daraz should take some serious action against them.', 'Set body is good but rom of set is 128gb not 256gb, and set has voice issue, voice is inaudible and wgen u call your voice is return,', 'not 8/256 yeah 4/128 hey net speed nahi total hi Hey', '', '', '', '', '', '', '', '']",Zaman Monbiles,88%,100%,100%
https://www.daraz.pk/products/4gb-y02t-64gb-8-mp-5000mah-i432514839-s2064823146.html?search=1,"Vivo Y02t , 4GB RAM 64GB ROM , Back Camera 8 MP , Fingersensor , 5000mAh Battery","Rs. 35,499",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/a54-8-gb-256-gb-32-mp-12-mp-50-mp-5mp-li-po-5000-mah-i432033175-s2061203279.html?search=1,"Samsung Galaxy A54 RAM 8 GB ROM 256 GB Front Camera 32 MP Back Camera 12 MP + 50 MP + 5MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 145,000",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/10-8gb-128gb-33w-pta-i227763228-s1448045939.html?search=1,Infinix Note 10 Pro Ram 8GB Rom 128GB - 33W Fast Charge Box Pack PTA Approved,"Rs. 65,000",5.0,"['genuine mobile, bohat hi aala aur behtareen device hai, outclass camera hai especially night mode ki to kya hi baat hai, with 33watt charging, they r also giving a glass protector n mobile cover within the box, highly recommended', 'Parcel received with good packaging. Deserves millions of stars.seller Recommended', ""Original box pack phone, but the bubble wrap wasn't wrapped on top and bottom side of the box so that caused some damage to the box. But the phone itself is great for gamers."", 'Parcel received with good packaging. Deserves millions of stars.seller Recommended', 'Everything was perfect. Great service. How to claim warranty if needed?', 'MashAllah great seller Allah pak apke karobar mein barkat dein super fast delivery 1 day mein phone agaya apko 10/10 dunga aise he kaam kerte rahiye thanks.', ""I'm using the phone I ordered from daraz n I received it on time and best of quality ♥️"", 'cell phone is good... seller is so responsive ... appreciated.... I recommend the seller', ""It's nice mobile"", 'good one thanks 👍👍👍', 'Product is owesome, delivery was on time.', '']",AK Zone.,95%,91%,100%
https://www.daraz.pk/products/2023-4gb-64gb-13mp-5000mah-i429722886-s2047416257.html?search=1,"Tecno Spark Go 2023 , 4GB RAM 64GB ROM , 13MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 25,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/y22-4-gb-128-gb-8-mp-50-mp-2-mp-li-po-5000-mah-i426209770-s2023510206.html?search=1,"Vivo Y22 RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 63,990",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/6-3gb-64gb-66-5000mah-i425193288-s2013842292.html?search=1,"Infinix Smart 6 3GB Ram 64GB Rom,DIsplay Size 6.6 Inches,Battery Capacity 5000mAh","Rs. 30,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/19-6-gb-128-gb-32-mp-48-mp-2-mp-i334131536-s1730173528.html?search=1,Tecno Camon 19 Neo RAM 6 GB ROM 128 GB Camera Front 32 MP Back 48 MP +2 MP,"Rs. 49,980",4.9,"['Received my parcel today in time. Good packing from seller.. I am satisfied and recommended.', 'Bundle Of Thanks Seller Jo Order Kiya Tha Wohi Receive Hova, Achi Packing Aur Fast Delivery Great Seller But There Is No Hand Free Hand Free Ki Veja Se Fed up Hon 😓😓 Hand Free Kiun Nahi Thi Sath 🤷', 'seller bahot helping tha meri marzi ka color arrange kr k dya thanx very good', 'Yar boht acha phone aya or boht jaldi aya. Bilkul new ha un touch tha box bi or packing too boht zayada achi thi. Very amazing', 'Timely dekivery Best Phone 😍 thankyou Seller ❤️', 'Nice phone , deliverd well in time, im satisfied', 'awesome mobile bilkul pack tha mana khud open kyia highly recommend', 'Original Product and Very Supportive Seller.', 'Veery Good Quality Mobile Veery Good seller', 'nice', 'quick delivery', 'Bundle Of Thanks Seller Jo Order Kiya Tha Wohi Receive Hova, Achi Packing Aur Fast Delivery Great Seller But There Is No Hand Free Hand Free Ki Veja Se Fed up Hon 😓😓 Hand Free Kiun Nahi Thi Sath 🤷', '', '', '', '']",Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?search=1,Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 41,099",,[],TECNO MOBILE,89%,90%,42%
https://www.daraz.pk/products/7-2gb-64gb-13mp-5000mah-i429722990-s2047213620.html?search=1,"Tecno Pop 7 , 2GB RAM 64GB ROM , 13MP Main Camera , Fingerprint , 5000mAh Battery Capacity","Rs. 28,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/z-5-5g-12gb-512gb-50mp-4400mah-i431302197-s2056795436.html?search=1,"Samsung Galaxy Z Fold 5 (5G) , 12GB RAM 512GB ROM , 50MP Main Camera , Fingerprint , 4400mAh Fast Wireless Charging","Rs. 605,999",1.0,['product box already open literature under box in worst condition not sure about the product either its original or fake the colour i ordered not delivered... not recommended'],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/realme-narzo-50a-prime-66-inch-display-4gb-ram-64gb-rom-i424261990-s2010226269.html?search=1,"Realme Narzo 50A Prime - 6.6"" Inch Display - 4GB RAM - 64GB & 128GB ROM","Rs. 30,590",4.8,"['Satisfied with seller, original product received with perfect safe packaging. Reviewing after using days. Very Happy with purchase, thank you daraz & seller.', 'Box pack ha acha ha lekin jo color order kiya thaa who nhi 😀', '', '', '']",Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/4gb-8c-128gb-ips-lcd-unisc-t606-66-mah-i288037884-s1553205736.html?search=1,Tecno Spark 8C 4GB Ram 128GB Rom 6.6''IPS LCD Capacitive Touchscreen Unisoc T606 Procseeor 5000mAh Battery,"Rs. 32,999",,[],Jumbo tech 1619438372,99%,100%,100%
https://www.daraz.pk/products/a14-4-gb-128-gb-13-mp-50-mp-2-mp-2-mp-5000-mah-i422823162-s2001206594.html?search=1,"Samsung Galaxy A14 RAM 6 GB ROM 128 GB Front Camera 13 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type (Li-Po Non removable), 5000 mAh","Rs. 64,990",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/19-neo-will-6gb-128gb-5000mah-i363430554-s1814529045.html?search=1,Tecno Camon 19 Neo || 6GB Ram 128GB Rom || 5000mAh Battery,"Rs. 49,999",4.7,"['packing not good . delivery in time all ok good mobile.', 'Delivery was itime but the package which ordered was not provided.', 'excellent original product', 'Awesome. Delivered before time. Get the same as per order.. Thanks daraz', 'موبائل اچھا ہے ڈلیوری ٹائم کو بہتر کریں', 'Time sy pehly mil gaya parsal 3 din me. Zabardast', 'great , seller is co-operative , thanx Daraz', 'It is good and delivery was in time. Thanks alot', 'Nice phone', 'Good', ""it's an average quality phone"", 'packing not good . delivery in time all ok good mobile.', 'Handfree is missing and book is also missing', '', '', '', '', '', '', '', '', '', '']",MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/s22-12gb-256gb-5000-mah-i428293135-s2035915240.html?search=1,Samsung Galaxy S22 Ultra 12GB RAM 256GB ROM 5000 mAh,"Rs. 400,000",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/s22-ll-12gb-1-000-gb-256-mah-ll-i399400034-s1930597577.html?search=1,Samsung Galaxy S22 Ultra || Dual SiM ll 12GB Ram 256GB Rom || 5000mAh Battery ll,"Rs. 444,999",,[],BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/19-6gb-128gb-5000mah-i422304930-s1998440942.html?search=1,TECNO CAMON 19 NEO - 6GB RAM 128GB ROM - 5000mAh BATTERY,"Rs. 39,999",5.0,"['nice phone and nice delivery time, supplier is cooperative much']",H.T Communication,96%,73%,100%
https://www.daraz.pk/products/4gb-c33-64gb-50mp-5000mah-i432451761-s2064642431.html?search=1,"Realme C33 , 4GB RAM 64GB ROM , Fingersensor , BackCamera 50MP , 5000mAh Battery","Rs. 30,999",4.3,"[""I'm extremely satisfied with the mobile I ordered. The product is in great condition as shown on add, the service was excellent, and the delivery was incredibly fast, just two days after ordering. Thank you Daraz and Seller👍"", 'great seller.. fastest delivery...10/10 points for seller...Jo purchase kiya whi Aya...seller👍', 'Pathetic supplier. Wrong color dispatch and Daraz people also not check product before pack in flyer very disappointed .', 'Pathetic supplier. Wrong color dispatch and Daraz people also not check product before pack in flyer very disappointed .', 'battery timing blkul ni ha iss liey return kr dia', '', '', '', '', '']",ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/c30-4-gb-64-gb-5-mp-8-mp-5000-mah-i430797613-s2054797981.html?search=1,Realme C30 RAM 4 GB ROM 64 GB Front Camera 5 MP Back Camera 8 MP Battery Type (Li-Po Non removable) 5000 mAh,"Rs. 26,000",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/pop-5-lte-2gb-ram-32gb-rom-i404586537-s1949666208.html?search=1,POP 5 LTE 2GB Ram 32GB Rom,"Rs. 30,999",,[],Geo Mobiles,,,
